"Skeleton_Metabolite","COPD.0001.Lower.R.05.12.2015","SmNV.0004.Lower.L.06.15.2015","COPD.0002.Lower.L.06.16.2015","COPD.0002.Lower.R.06.16.2015","SmNV.0005.Lower.L.06.17.2015","COPD.0003.Lower.L.06.18.2015","SmNV.0008.Lower.L.06.22.2015","SmNV.0006.Lower.R.06.23.2015","COPD.0007.Lower.L.06.29.2015","SmNV.0009.Lower.L.07.08.2015","SmNV.0012.Lower.R.07.27.2015","SmNV.0013.Lower.R.01.13.2016","SmNV.0014.Lower.R.03.30.2016","SmNV.0016.Lower.L.04.04.2016","COPD.0021.Lower.R.04.14.2016","SmNV.0023.Lower.R.05.31.2016","COPD.0026.Lower.R.06.23.2016","SmNV.0027.Lower.L.08.30.2016","COPD.0030.Lower.R.09.15.2016","SmNV.0032.Lower.R.09.29.2016","COPD.0035.Lower.R.10.13.2016","SmNV.0038.Lower.L.10.26.2016","SmNV.0039.Lower.R.11.10.2016","COPD.0041.Lower.L.11.22.2016","COPD.0041.Lower.R.11.22.2016","SmNV.0043.Lower.R.12.07.2016","SmNV.0044.Lower.R.12.14.2016","COPD.0036.2.Lower.R.12.20.2016","SmNV.0047.Lower.R.02.01.2017","COPD.0050.Lower.R.03.15.2017","COPD.0049.Lower.R.03.21.2017","SmNV.0052.Lower.R.07.06.2017","COPD.0051.Lower.R.08.21.2017","SmNV.0055.Lower.R.08.22.2017","COPD.0056.Lower.R.10.23.2017","SmNV.0060.Lower.R.11.08.2017","SmNV.0064.Lower.R.11.21.2017","SmNV.0067.Lower.R.11.29.2017","COPD.0068.Lower.R.12.12.2017","COPD.0073.Lower.R.12.19.2017","COPD.0079.Lower.R.01.16.2018","SmNV.0085.Lower.R.01.30.2018","SmNV.0091.Lower.R.05.01.2018","SmNV.0093.Lower.R.05.14.2018","SmNV.0098.Lower.RML.06.12.2018","SmNV.0099.Lower.R.06.19.2018","SmNV.0105.Lower.R.07.11.2018","COPD.0101.Lower.R.07.17.2018","COPD.0102.Lower.R.07.24.2018","SmNV.0107.Lower.R.08.01.2018","COPD.0111.Lower.R.08.29.2018","COPD.0115.Lower.R.10.03.2018","COPD.0116.Lower.R.10.16.2018","COPD.0117.Lower.R.10.23.2018","COPD.0121.Lower.R.11.14.2018","COPD.0122.Lower.R.12.26.2018","COPD.0035.Lower.L.10.13.2016","COPD.0066.Lower.R.12.11.2017","COPD.0001.BKG.05.12.2015","SmNV.0004.BKG.06.15.2015","SmNV.0005.BKG.06.17.2015","COPD.0003.BKG.06.18.2015","SmNV.0008.BKG.06.22.2015","COPD.0007.BKG.06.29.2015","SmNV.0013.BKG.01.13.2016","COPD.0021.BKG.04.14.2016","COPD.0026.BKG.06.23.2016","COPD.0030.BKG.09.15.2016","COPD.0001.Upper.05.12.2015","SmNV.0012.Upper.07.27.2015","SmNV.0013.Upper.01.13.2016","SmNV.0044.Upper.12.14.2016","SmNV.0047.Upper.02.01.2017","COPD.0066.Upper.12.11.2017","COPD.0049.Upper.03.21.2017","COPD.0117.Upper.10.23.2018","KEGG"
"7-methylguanine","1.9066163647979","7.97564864094795","5.09469735736238","2.23112996347354","14.1595396805994","4.78979721051393","4.62807749083106","4.83436795365207","2.59459266607894","6.58676187457823","2.96414293549834","4.28976980885321","5.37723055557879","1.40905938794607","5.26170426482421","5.40440820787776","6.3517180068007","6.78142661552375","6.25802433755125","4.93697712402784","3.55818052384809","4.11450739447099","4.7213493441358","3.37009875130225","4.25922454573588","6.41080862292242","6.04889532607106","5.58299796019626","7.96367295686053","3.3558461014484","4.85881344162313","4.24557269051107","6.10360763837534","9.03699260194917","4.56972144426527","7.68643236104623","6.89459171256162","4.45201391606785","9.20485345839887","5.70898293336631","6.58858106130307","8.03476185228094","8.61238764172426","3.58089944499528","4.6876457329018","5.3612629832832","3.91847378137245","2.60544048106107","5.56440812189172","6.86916876696303","5.19950248439696","2.84725082810484","0","3.89515811241219","4.55095741514446","7.57949694278658","3.57233953560912","2.2751152211265","0","0","0","0","0","0","0","0","0","0","1.77933400847133","4.78181045927091","4.76038411733784","10.2283585278745","4.09062790590314","6.74877392521645","7.07730558593846","2.22242957779073","C02242"
"monoethylglycylxylidide (megx)","377.578188630611","286.559109761499","68.8954919128101","62.9510336508704","485.169534971281","504.112672024942","225.512896629403","1029.79654320333","242.410414439668","331.861315205895","261.613237812077","687.479224528327","566.074992514318","46.712723487964","83.9548170100531","404.242712356592","906.416434203577","1259.52815172536","498.630364606514","2081.05733476006","136.385220942951","1002.7675338951","380.252508733654","2405.91427694656","1162.27405630863","162.475438600204","499.498284463327","819.772928023175","194.214080526157","184.105910648492","513.957941303345","461.169152605411","281.383317246777","735.00491070743","737.23350110228","139.87359559818","767.382090416573","0","637.533213583227","228.867212951029","1005.10494491515","2149.07174814438","430.328500759137","908.877797910938","563.044104202706","1116.83101199227","172.789631552259","286.799559350553","330.352069036051","795.326583462954","43.9499763856859","174.363749527172","0","331.68366551349","414.387874750456","297.539404273816","0","165.311737563654","27.0316926492271","10.6947151007368","0","4.26789252744569","0","0","57.370466338801","9.72055150987734","0","36.4702029068657","100.175357218633","121.744124115748","254.383880200736","79.1901122704684","37.383029466894","116.614164439462","46.5835348175129","24.5766501310336","C16561"
"cyclohexylammonium","0","28.4614725033694","27.4721732251477","0","30.9400926970125","0","0","0","0","31.5619786872218","0","174.472506874991","0","89.1135957857819","0","24.0972264696507","0","0","0","0","25.4424568548796","43.7294829619597","0","0","0","49.4485437139791","53.0844046770624","0","40.1248977748827","0","43.3877522544078","0","19.7751831315909","0","43.877089377087","75.5308816454394","0","0","0","0","0","0","0","0","27.5795028035078","0","0","0","0","0","0","0","0","39.7748738275651","0","0","0","0","0","0","0","0","0","0","0","144.227441131366","0","57.6064220846881","0","0","0","0","0","0","0","0","C00571"
"n-acetylputrescine","0","0","1.44112266551211","0","2.18423732776064","0","0","0","0","0","0","0","0","0","1.95858555271862","0","0","0","0","0","1.93928679086771","0","0","0","0","2.49264748939436","0","0","0","1.23083382634621","1.16203191005362","0","0","0","0","0","0","1.42543898116969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.55380880176038","0","0","0","0","0","0","0","0","0","0","0","0","0","1.75349069247322","6.76673580337802","0","0","1.8923394144922","0","C02714"
"2-mercaptobenzothiazole","0","0","0.070055348876987","0","0","0","0","0","0","0","0","0","0","0.0980709615218953","0.0385996644113918","0","0","0.0616552357994215","0","0","0","0","0","0.361841819665137","0.0796243753624745","0.397604922227701","0.0551801978442411","0","0","0.22540150774079","2.47538354658126","0","0.31072189729431","0","0","0.055145769274987","0.054027054027054","0.666569010700675","0.187331779237456","0","0","0","0","0","0.0275055182287289","0","0","0","0","0","0","0","0","0.0478819138059022","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0705473874125907","0","0","0","0.277240100236433","0","0.100574768569779","0.276266210318083","0","C14437"
"xanthine","0.0721753129560366","0.366183538262206","0.518639489325764","0.0738540020324676","0.759858126932742","0.23950898086269","0.0597301367789343","0.58211978880284","0.461161903716167","0.581634166984189","0.298505986561914","0.881402122012286","0.104422919115799","0.385819496186647","0.288679434997579","0.967654281434881","0.667353608913641","0.286828453283807","1.66944457234065","0.870415792009595","2.81417497798834","0.203122182642876","0.39498388626992","0.26849790804374","0.44855090190914","0.815005852235808","0.334695714738748","2.01539204338482","0.698634907290223","0.674216695271176","3.33105329511542","1.49037378553909","0.900501705102496","0.687433779156365","0.469837417349943","0.764915785319016","0.658849072642176","1.37646788167219","1.85113588728568","0.26911480056499","2.71286107526684","0.207748118694857","0.255729390415398","0.622715273466043","0.974072097127148","0.808081647691919","0.0629979459059929","0.833864002937662","1.79031095601367","0.631826309172518","1.81401247705261","0.976042895830225","1.68034310426302","0.785443249249501","0.909315342263557","1.67432288094176","2.88846012639252","0.55696324318498","0","0","0","0","0","0","0","0","0","0","0.411527571498598","4.12606254150177","6.96134554325262","3.06391063667124","10.439705947732","1.31493919614457","2.7912623899687","3.24028000014579","C00385"
"l-valine","22.6524319284493","27.9557821427716","46.6174300574054","41.8764227642276","35.1668283090364","19.6505797861755","9.78876596003713","29.3902809785795","25.3414639760431","58.5322803545287","18.4163525812686","86.6661915637645","16.7274225527678","15.9257554001345","35.2791142928494","23.5683257450713","41.5547948989688","19.1638563089165","56.547341387064","11.4156086489976","62.5020399145739","29.0443463000277","17.3019241898148","6.92601429179322","24.9447308310122","35.8492547893758","33.2470195269929","30.1785985997022","13.6529948833497","38.5357568588826","65.1081307931523","6.9383141601215","60.9365069605202","21.8703850226449","56.4620969947287","36.6809411175535","47.0896162386621","33.5536309836577","29.8825573586977","29.4922353201971","42.6339413271632","29.3249878365773","24.5257846725558","37.6031202043931","75.6563877849375","29.1273756011993","32.0056563212462","59.8849145108038","29.1756892309966","19.6209575116098","118.205248725991","76.9150107406814","0","56.6812842769705","36.7422695754742","33.1768528550344","67.3609072305271","26.5590416785689","0","0","0","0","0","0","0","0","0","8.05908124930756","12.9093458016916","10.3325990784426","26.009250612203","7.47006332269475","10.0391344777782","15.1304955119271","21.8968329868726","16.8494209780888","C00183"
"oxyquinoline","1.85570473514164","0","0.0819636423890617","0","0.139430089236475","0","0","0","0.427266532535435","0.729892402054173","0","0.142262727285165","0.105864496630337","1.56495090374632","1.59804981985505","0.188605241569461","0.164411592716578","0","0.749457720071008","9.31753557605683","0.137752414614263","0","0.183711289209153","1.71508678437507","0.844919945037232","0","0","36.6219454628929","2.73835516452374","0.0560509375054914","0.121421124467289","2.58936923470981","0","2.0629869631313","13.7987853757327","3.28253089995218","26.8035543207957","0.691491027513726","4.87287963596979","0","0.936411199738581","0","20.772578971848","8.29683177266142","7.24253227814718","0.868845062722764","2.93673132622278","0","0.0662760096700991","0.530479071160925","3.04242909283488","0.795749750211359","0","0.0906375618023166","0.262149160714272","2.56371727961254","0.120638475586892","2.39408059856644","3.60438031179072","3.22851509076829","0","0.217202119900203","0","0","0.411917923648118","0.338213659053736","0.302154266410293","2.26393302899871","0.83030560209539","0.0976451938540903","0","0","0.542651489837098","1.04366126579535","0","0.192696012859157","C19434"
"2,6-xylidine","0","1.71406630836683","0","10.2980933380546","3.09458015383416","6.5078708732116","0","35.7946644230832","0","0","0","38.0193867918074","45.0351726230073","7.23222923306943","3.28163811877418","3.66868871230373","65.6648244859863","14.8535689206676","3.62835663602273","17.1452579172039","0","0","23.0559729087528","160.930310537621","82.0720993841457","3.15320017468518","11.9119746573871","81.0122407806165","10.4854604609963","0","28.1335242263477","11.0030420732413","12.5043681240832","4.26345223653701","47.8244397353857","14.4618703487141","11.6485499588947","0","32.4453186497195","0","53.5458751117757","66.3528920549986","46.7223700125874","80.9358456138572","30.2338380051438","132.1371488766","0","9.8063113272008","0","43.777634590418","5.19294534718969","16.1308711633143","11.8838342903784","18.4611584987231","14.6694489255212","16.6831451866219","0","13.6500450856301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.56862367988612","0","C11004"
"adenosine 5'-monophosphate","0.391389363148582","2.923350521935","0.510554972044941","0.619145499926589","5.87438160439341","2.75964511004059","0.44218004736333","1.57584084690855","16.8766769902501","4.3694926722573","1.47541708132699","1.75537771408244","4.9113582246373","6.56610263896051","2.29442059237724","9.33530521886257","5.27081188323815","3.1938932407872","9.12511574606975","6.16826701400124","2.74607308254729","5.65115993305792","5.49196774546828","3.66621509352054","4.38222215109274","6.92304609755701","0.699329948407732","11.3011643721938","3.1064700187865","10.3714375084202","18.9754567528076","5.83690347119153","4.67936929121804","7.74701564731354","5.19599717903451","5.52432563449342","4.75159882056433","16.7729025817451","19.3732049339066","2.45509561561618","16.6983265484804","1.08295086284699","2.64672874089666","6.55501125626697","7.03940982221002","4.53789361327162","1.76285527661512","6.01060254628446","6.50192399829222","6.76135295638576","0.141071319180553","5.98887140745161","2.03675339739091","3.66908040020355","7.82287736653466","4.26782005927529","3.52167131525407","10.872536611955","0","0","0","0","0","0","0","0","0","0","0","0.0602331392425469","0.610556845038029","0.16433182789914","2.23129511208376","0.402744076759245","0.142553982060057","0.563852936137951","C00020"
"phenol, 4-amino-","0","1.46802198495331","0","0","9.46453518822042","0","1.77235166106131","0.464405330088366","0.565574166699275","0.61786830003428","1.19381879936762","0","0","0","0","1.25201153563529","0.980034857381075","0.314791645069153","0.775919271637053","0","0.239905982276554","0","0","3.68554239849745","4.93987650500316","0.689944384295779","3.43096200752018","0","0.77618762615594","0.237959847749145","0.961904531867999","0","1.02034562468529","1.55945323450482","0","15.9163241651061","0.506740600419013","0","6.25036086185275","1.03492439326265","0.376344198699341","1.6178696134854","4.08215268712141","0.816630393193478","5.5082445264615","1.60214787238606","0.846180356394028","0","0.790980603334494","0.337863640004545","2.84822211335975","0","0","0.933072915725198","2.46114118152855","0.378783419027161","0.216657056841329","1.07213986558601","0","0","0","0","0","0","0","0","0","0.615350784426292","0","0","0","0","0","0","0","0","C02372"
"adenosine 3'-monophosphate","0.391389363148582","2.923350521935","0.510554972044941","0.619145499926589","5.87438160439341","2.75964511004059","0.44218004736333","1.57584084690855","16.8766769902501","4.3694926722573","1.47541708132699","1.75537771408244","4.9113582246373","6.56610263896051","2.29442059237724","9.33530521886257","5.27081188323815","3.1938932407872","9.12511574606975","6.16826701400124","2.74607308254729","5.65115993305792","5.49196774546828","3.66621509352054","4.38222215109274","6.92304609755701","0.699329948407732","11.3011643721938","3.1064700187865","10.3714375084202","18.9754567528076","5.83690347119153","4.67936929121804","7.74701564731354","5.19599717903451","5.52432563449342","4.75159882056433","16.7729025817451","19.3732049339066","2.45509561561618","16.6983265484804","1.08295086284699","2.64672874089666","6.55501125626697","7.03940982221002","4.53789361327162","1.76285527661512","6.01060254628446","6.50192399829222","6.76135295638576","0.141071319180553","5.98887140745161","2.03675339739091","3.66908040020355","7.82287736653466","4.26782005927529","3.52167131525407","10.872536611955","0","0","0","0","0","0","0","0","0","0","0","0.0602331392425469","0.610556845038029","0.16433182789914","2.23129511208376","0.402744076759245","0.142553982060057","0.563852936137951","C01367"
"l-histidine","15.937009858936","0","17.6708596558151","0","0","0","0","0","0","17.0851739980639","0","22.9824243515508","0","0","0","0","0","15.3417739392791","26.1197037167673","0","22.5625230134766","0","0","0","0","0","0","0","0","8.01234161630759","22.9961704054829","0","20.6303653836886","0","0","0","0","0","9.58416323844939","0","12.2767514141462","0","0","0","15.278050125323","0","17.6447917018128","0","0","0","25.7041118201309","25.414355405916","0","0","0","0","15.2146000028356","0","0","0","0","0","0","0","0","0","0","26.8036466674052","0","0","7.90806210495275","0","0","24.3046277502891","0","0","C00135"
"solanidine","0","0","0","0","0.0510917412593071","0.492927331041797","0","0.117327044233482","0","0.285664509762268","0.0392078081827678","0.015331059911617","0.171510357282105","0.0657515721303679","0.127723024900628","0.17093054551005","0.0326464719665285","0","0","0.698511368677573","0","0.493962925416751","9.29631174622628","0","0","0","0.164735167649295","0.170476418337676","0.0463400496691042","0.0150277356357523","0","0","0.143804902834671","1.34871166868848","0","0","0.166034338448131","0","0","0","0","0","0.0393638404519721","0","0.0104294391245446","0","0.434376423469957","0.0194894416116242","0","0","0","0.175570897023785","0","0","0.395808614842922","0.0348307229064614","0","0.0135065190602078","0","0","0","0","0","0","0","0","0","0","0","0.0156035174317067","0.00842518253575671","0","0","0.0667914006163757","0","0","C06543"
"taurine","33.9669181760104","38.9587162248868","44.7556312278449","15.9019912807823","62.0025535628089","53.7793122162123","25.7157066548979","43.0073958850523","116.55813482427","33.5241954435597","54.6129402206272","31.0210403616341","51.4390419382095","72.6560902484358","82.8458236910014","83.5106734167119","84.6725063662436","12.5475711288022","14.860610202372","31.2926467376337","83.6953236615362","49.6109216262476","63.2798611111111","3.08971548473243","65.3635085547548","61.951886720465","32.4310021088586","78.4395060367164","26.1254899544665","91.7900337363593","130.993880619546","2.0453309052791","66.503307846601","70.7382648976458","33.3142144520825","47.2208438394817","47.8239339614356","37.8685978546226","167.033119534109","85.5204941765905","78.1779550365404","43.4565544047718","50.8489974184626","75.4290815885724","75.3493065977568","44.4946207856465","69.7649409303648","8.12953635074832","50.3115039015067","12.9961570630498","70.2076306932771","33.194796131312","0","53.0426814939607","87.431068314354","42.9724673350993","87.7342205880267","35.2432085974927","0.138862819120329","0","0","1.63443802426729","0.772381650277357","0.11516127594124","0","3.93752767302319","2.45496076500301","0.0875408328045632","12.2882544211559","9.43262445252656","24.815967793633","11.624567984561","18.5396192071542","15.0642110875197","10.6571833798144","8.85556018402806","C00245"
"l-serine","3.17842602344734","3.09927376573888","4.58381791510437","2.18696830446565","3.01577552202157","0.889252699940302","1.77102159455798","3.86083758804795","2.82270334471178","3.40837424298283","2.12419596582359","8.90893376673837","4.05215296194356","2.80718832091197","2.87170010266655","3.38058549626495","5.37673094019498","2.6834620843","6.39894258042708","2.27702574377771","4.86836045855119","2.90605617950621","3.67003279320987","0","3.5864361819709","2.89788452414787","6.1809938527007","3.36084679420034","1.75263460545463","3.444046199942","8.47506174330485","0","5.9475929412664","2.93617156152637","3.42310720718172","5.6295840574891","5.32525498362835","3.24147769002737","3.9195286969736","2.99030971173299","3.19003876545745","0.846523142759605","4.67081794955991","2.6231234134641","8.16696015485303","3.49203723741473","3.99059127475694","4.10966974624408","2.77709989757884","3.177618943835","7.02194031085182","5.72616538947311","0","5.45325497908585","2.42175873358835","2.94802632814995","4.93060721493083","3.26707283623748","0","0","0.529627321936212","0.754047379937027","1.1212020927887","0.763820467666793","0","2.32301861153945","0.489166693141023","1.88299240249646","3.08363554002796","2.68765605980929","5.69843865789709","2.10907987070909","2.48076910394312","3.87977763851605","3.0216466330323","4.77114425097429","C00716"
"terephthalic acid","1.8397568934855","2.27312411232597","2.62885843389374","0.393601979498055","0.918640205498457","0.569055156569402","0.581345589018581","0.935983645058743","0.397560577009393","1.66261343130089","1.98901556592566","0.27971114754409","1.29133795688219","0.785239761076753","0.869178390077416","0.377773592848201","0.33727780930903","0.535138110881929","0.515128301221286","1","2.05137712644524","1.0896789856535","0.518426890432098","0","1.78311449076734","1.74710060702843","2.54552445473974","0.634461657202712","1.65350537482983","0.351844223626497","1.10169620482473","0","0.582187649044206","0.454467121991533","1.58420794553358","2.12940164427673","0.577413405928918","0.183550923876663","0.25814565075124","0.26644156390731","0.234723482617719","0.262181566971401","0.568541551538644","0.767924512776628","0.764146162941275","0.29830210354213","0.518096853957496","0","0","0.3855231367903","0.171071567174149","0.282828867411308","0","0.764535966190298","4.28696824049474","1.14759170074588","1.07069247456153","1.92940494310357","1","18.2687689131381","1.89762841232135","1.18953430266688","0.906084531013615","0","2.58946317160509","1","0.866070464148425","51.7983086070348","24.9445250039701","0.650413156278614","0.4065274305422","1.76585187169946","1.79430987067288","2.90481668895893","0.992981069694904","3.23220306034602","C06337"
"l-pipecolic acid","0.25398587634028","0.333658859122733","2.07965283786591","1.43022269353128","3.45717072021713","0","0","2.72108300783211","0.831353421706215","0.438359560784516","1.62074518166112","2.50919532604884","0.553253076556264","0","0.308798801298593","0.831874762289845","1.44050136365691","0.922391943919153","9.46385741369428","2.39864633879988","2.62476863784765","0.404821772095892","0","0","0.523889945031463","0.295737530149595","0.600736921066412","0.842711836374662","0","9.06036530079669","7.56092871592041","0","2.90272886958226","2.44678263441983","7.2840627269041","0.332175132838551","1.86284954397761","0.652533057562006","11.1884848929377","0.767051574179899","1.07118690483426","0","0.455004631817247","1.27993384376761","54.5888764417971","0.510186425408386","3.45726067278169","1.17721239569556","0.420925591561341","0.413736962794483","3.32803583130276","3.9986620957776","0","1.89990672687242","0.32799323140013","1","2.59137053438505","4.87933580332183","0","0","0","0","0","0","0","0","0","0","1.10667006839026","10.1757909175489","2.41138915599317","0","1.53497965455612","5.39977676553209","10.7993181501482","1.9990780082757","C00408"
"5-aminovaleric acid","74.68307405425","1547.74447168034","986.508920956572","1426.8688582538","154.468458324373","328.732372148555","625.229237114029","335.038372312163","96.822424829726","464.826825518997","396.620654255771","206.822588868566","76.4834731831377","296.698868543233","19.0532611892671","133.814314674701","512.52075119163","284.21195471493","287.598371617947","33.2363636795274","415.567292633232","875.334662958313","187.106018518518","58.9749526786107","56.5311581708593","908.809257708951","95.1422937022027","520.405314515684","60.8306635215697","144.334178660026","143.064424383321","653.13089686253","336.386099898463","1399.9578327538","413.518986864314","86.3915543355783","831.296418311149","328.706087638892","65.0339270670957","672.387964927019","86.012481233788","500.244709247158","530.214943016634","281.784901732486","393.870397946682","766.776751879269","287.010676396728","43.2069266705359","817.193846283801","100.572383384653","43.6094489792023","449.491889168422","11.4215810874204","463.644318473502","324.79527741338","384.807062590938","429.499113848073","187.741751190582","0","17.8349052398242","0","0","0","0","21.1370266154786","0","0","0","16.1354840557223","702.168888431256","542.785709193943","1040.28734326191","68.9402694699632","1271.88773426368","943.806272178731","195.476716006183","C00431"
"hypoxanthine","96.9912391871126","114.745048056741","93.3352685590941","0","73.1867161200121","0","0","74.9463154984497","0","0","0","0","0","0","197.093504259274","0","0","0","94.0031524183237","0","151.07922527432","0","0","0","0","0","0","0","0","109.003824681391","114.946152592011","0","83.1692111853574","0","0","0","0","120.45778303119","91.116080374456","0","91.9998910179967","0","0","0","0","0","109.086177560768","0","102.379439745742","0","144.162452204783","0","0","0","0","0","179.973193313452","0","0","0","0","0","0","0","0","0","0","0","0","0","65.4666656409862","0","0","0","0","0","C00262"
"betaine","823.061912737192","573.762702574553","621.042478825715","596.223824673029","1222.41040982809","1249.92802329998","887.685775593127","468.115888955535","2354.97687865263","1124.54010654834","1308.99885902674","460.292013911922","1246.70255076004","1020.32315993266","1116.67286661672","1804.31657269038","1639.5218009312","279.915750038428","1189.68111341357","483.254142649586","272.691204556054","858.921279587291","990.021604938271","765.929914454666","1674.03918239827","1103.58593339607","653.337271127508","1131.71310436076","1299.97258602074","1244.9426113691","1676.44561456477","1332.91032139837","1347.54772655134","790.303374084048","789.425518873706","428.506476005594","764.778843572405","576.844317687779","2046.79554247488","1372.80820136523","1696.98092745082","1180.85089659881","698.915775675884","1147.02702613747","1198.78332417598","974.935997597586","1474.62781068796","601.464572173433","794.799151065919","555.955419696029","974.476986404209","565.939777288309","25.2815315221259","942.392867859454","2234.8989009293","878.597067830683","347.954534498485","902.031842671112","0","0","0","0","0","0","0","0","0","0","36.5277296879352","101.994425056356","76.0654814928779","123.256869003083","107.274455751132","83.3128493884435","35.4970231107395","0","C00719"
"s-(5'-adenosyl)-l-homocysteine","0","0","0.145117085190767","0","0.0997393101796822","0","0","0","0","0","0","0.20410173619187","0.0770231129322581","0.148176163565281","0","0","0.0974800165319068","0","0.206721841091517","0.331295634726836","0.781807233016812","0.0639829733126576","0.140635517146756","0","0.11349902946361","0.0868014621065085","0.0893286185343431","0.509884877602971","0.0649875639411769","0","2.42533407096385","0.0794939000642098","0","0","0.163188579363958","0","0.252210976348907","0.144868033574672","0.59002881210298","0","0.593651106526392","0","0.122099960318571","0","0.256100086363111","0","0","0.289503897516466","0","0","0","0","0","0.0831600067229715","0","0.112643208692814","0.766907719995084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.166104252026772","0.129621963555033","0","0","C00021"
"paraxanthine","0","3.82011836378703","2.72049943710981","18.7023064687168","37.6038765617374","217.776023444707","39.9197759887994","95.8424966349727","2.41344513830225","317.70000452755","0","4.25386036902607","23.8645896948959","15.2397301415029","2.94899414523155","5.93572132800124","11.3526647814884","23.7450748733641","10.4153200917067","26.8273713998119","0.683758008689888","4.18285650427224","98.9560088734568","50.963718800898","30.3669392988195","1.83400000663539","0","1.67505926456805","4.47963901797868","2.64304239367063","5.14737960810362","70.6146012265244","6.47850024345618","0","0","383.538062435128","0","1.41547980168913","101.120630758746","154.439777649448","214.562426777716","13.138305507544","132.721741242928","9.47263238446315","68.1541463376751","176.495469257206","0.501874996987472","6.01913397588985","2.52924915792919","209.405602156366","22.9020886748398","35.8506551645486","0","0","27.8973272849536","93.1165206427141","0.747875598447934","22.4370600599448","0","0","0","0","0","0","0","0","0","0","0","0","0.476490121414926","0","3.78536051335149","4.32749369424984","0.519608909861053","0","C13747"
"fenuron","0","1.15697512192695","0.485255109949435","0","1.38024257201216","0.881167235291361","0.473081669672844","0","0.603275342567504","0.571453218553199","0","0.147253081774773","7.51333680452612","8.96729473210945","0.223316956872737","0","0","2.30769614509979","0.136314977669321","0.154259768648543","0.35029040642863","2.8806903100946","0.230925318183104","0.46336943423623","0.760527862053513","0.445902270836816","2.01053668916085","5.03629556344449","0.771753148082825","0.949902939918813","4.21727165798837","1.22543797784584","1.53024160232949","0.581220920412143","1.14238123513199","0.522215965384145","4.89261996158547","0.350120057142516","0.336282669681283","1","7.15931367172139","0.512273849938815","5.19690389239981","3.03164257023023","0.331639091769895","0.524714060041696","0","0.287296931722576","0.144337624291113","0.192788555590668","0.378288663746","4.30029944496436","0","2.88106292981497","0.686116354152379","0.70273552222732","0.163528250442874","1.79587006223733","0","0","0","0","0","0","0","0","0","0.244772039464715","0","0","0","0.100540823694307","0","0.150438190680932","0","0.568288762451841","C11224"
"dl-ornithine","1.9010299370434","3.2864761155813","12.2029227200324","6.70061405857307","9.26264044063178","3.11858998113103","0","4.24762800681024","3.40050315359102","3.68630584881887","2.26906767874693","22.5093376749531","2.34045911195481","1.37372509638112","3.118884618313","6.47029577743582","6.08070870440481","5.13598116834553","9.25429987056903","4.1848847253363","19.891942348946","4.57066115316138","2.83120883123467","2.10710666357301","3.24550264792201","3.98160514234796","11.0787816995781","10.1056438210893","3.03113391086533","10.2418003854286","15.2981694512873","3.20850131402125","9.36551512986681","4.38643797122368","6.24784771479586","5.82275850403151","19.8123945020496","12.5650616036181","8.62512020849416","2.18324146688289","11.0617813979667","0","6.59258305609833","10.8787017912881","20.6582860900589","9.51812308455894","0","14.6942078768412","5.21974284455219","10.1554966845742","17.2356937766896","22.2122562959547","3.47316598169919","5.18964790770854","3.40393696159045","5.07203361762153","25.9132505485541","3.79519079377836","0","0","0","0","0","0","0","0","0","0","0","4.58490697844018","7.88285072866329","10.2805034473971","6.1545653106092","5.48377713476263","7.48247741807182","11.6127891761464","C01602"
"guanidineacetic acid","9.65176027763869","9.77639640776129","7.22249203735233","5.30080417108518","29.0650658867385","24.2952622153078","16.4641597297256","10.641179514996","48.774409766899","10.6923917753817","15.4393421658546","19.0647795225594","15.5728292605389","10.1193275707837","14.86057215794","29.2923511795962","15.4794095340462","4.28877274888378","22.3306144643828","6.93397162581784","4.97859194344208","6.04656424221069","13.6311342592592","10.3444116740766","24.4904844010197","24.4087848261691","24.4087081235876","21.217101273499","21.0640050697084","17.831525316077","28.8194462727574","6.69456251028161","15.8978464514392","16.2999650171509","11.8825402887398","11.1166973381133","19.4890040270477","6.95243240365666","24.5495126673726","14.7729500803575","27.8372842802542","26.5260807973829","34.096600753371","21.5444744323441","32.3566065905733","18.3435690145813","25.3822246429552","6.95302994262661","12.7339858722164","11.321277352751","24.6317379327017","11.3632767419138","0.739835100970379","17.8094914445404","34.5402891537045","19.6678816193524","5.16672653115237","10.4972123806397","0","0","0","0","0","0","0","0","0","0","3.18806671890742","3.59083002673472","5.26428452376373","5.33374146568127","11.3291345437278","3.30864659427135","2.20465230811519","4.98665703944384","C00581"
