"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"M00527..Lysine.biosynthesis..DAP.aminotransferase.pathway..aspartate....lysine"," 6"," 1"," 3"," 5","20"," 1"," 9"," 1"," 5","10"," 8"," 7","10"," 4"," 8"
"M00529..Denitrification..nitrate....nitrogen","2","0","6","1","1","0","0","3","0","1","1","0","1","0","0"
"M00530..Dissimilatory.nitrate.reduction..nitrate....ammonia","6","0","4","1","5","0","1","3","0","0","1","0","1","0","0"
"M00531..Assimilatory.nitrate.reduction..nitrate....ammonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00532..Photorespiration","1269"," 371","1108"," 913","1687","1109","1535","1213","4203","3065","2655","2787","1213","2055","1516"
"M00533..Homoprotocatechuate.degradation..homoprotocatechuate....2.oxohept.3.enedioate","182"," 39","101","121","201","116","223","170","775","642","389","544","190","363","296"
"M00535..Isoleucine.biosynthesis..pyruvate....2.oxobutanoate"," 5"," 1"," 1"," 1"," 6"," 2"," 2"," 2","10"," 6"," 3"," 5"," 0"," 7"," 1"
"M00537..Xylene.degradation..xylene....methylbenzoate"," 26"," 19"," 58"," 19"," 39"," 29"," 40"," 29","101"," 76"," 90"," 76"," 41"," 71"," 58"
"M00538..Toluene.degradation..toluene....benzoate"," 26"," 19"," 58"," 19"," 39"," 29"," 40"," 29","101"," 76"," 90"," 76"," 41"," 71"," 58"
"M00539..Cumate.degradation..p.cumate....2.oxopent.4.enoate...2.methylpropanoate","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00540..Benzoate.degradation..cyclohexanecarboxylic.acid...pimeloyl.CoA","11"," 3"," 4"," 6"," 4"," 5"," 5"," 4","14","16"," 9"," 5","10"," 4"," 5"
"M00541..Benzoyl.CoA.degradation..benzoyl.CoA....3.hydroxypimeloyl.CoA"," 8"," 3"," 8"," 3"," 5"," 3"," 5"," 5","10","11"," 7","15"," 4","10"," 8"
"M00542..EHEC.EPEC.pathogenicity.signature..T3SS.and.effectors","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0"
"M00545..Trans.cinnamate.degradation..trans.cinnamate....acetyl.CoA","0","1","1","0","2","4","5","0","8","4","6","8","2","2","0"
"M00546..Purine.degradation..xanthine....urea","2360"," 554","1603","1909","2948","1075","1617","1115","5412","3815","3103","3053","2333","2958","2171"
"M00548..Benzene.degradation..benzene....catechol","0","0","4","2","0","2","1","2","3","6","4","2","1","5","1"
"M00549..Nucleotide.sugar.biosynthesis..glucose....UDP.glucose"," 542"," 125"," 370"," 417"," 661"," 300"," 516"," 387","1314","1082"," 790"," 894"," 519"," 618"," 518"
"M00550..Ascorbate.degradation..ascorbate....D.xylulose.5P","1","0","0","0","1","0","0","1","0","1","2","1","0","0","1"
"M00551..Benzoate.degradation..benzoate....catechol...methylbenzoate....methylcatechol","1","0","0","0","1","2","1","2","0","3","4","1","0","4","2"
"M00552..D.galactonate.degradation..De.Ley.Doudoroff.pathway..D.galactonate....glycerate.3P","4348","1057","3305","3116","3634","1936","2807","2835","8293","6300","4965","4867","5517","3748","2934"
"M00554..Nucleotide.sugar.biosynthesis..galactose....UDP.galactose","149"," 32","126"," 96","168"," 73","126"," 81","319","294","239","227","138","178","135"
"M00555..Betaine.biosynthesis..choline....betaine"," 273","  78"," 297"," 200"," 362"," 246"," 414"," 308","1055"," 860"," 681"," 735"," 322"," 545"," 469"
"M00563..Methanogenesis..methylamine.dimethylamine.trimethylamine....methane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00564..Helicobacter.pylori.pathogenicity.signature..cagA.pathogenicity.island","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"M00565..Trehalose.biosynthesis..D.glucose.1P....trehalose"," 492","  95"," 241"," 346"," 443"," 281"," 486"," 435","1472","1231"," 783"," 980"," 575"," 654"," 474"
"M00567..Methanogenesis..CO2....methane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00568..Catechol.ortho.cleavage..catechol....3.oxoadipate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"M00569..Catechol.meta.cleavage..catechol....acetyl.CoA...4.methylcatechol....propanoyl.CoA","114"," 20"," 70"," 77","158","109","196","150","559","500","274","384","123","304","199"
"M00570..Isoleucine.biosynthesis..threonine....2.oxobutanoate....isoleucine"," 62"," 12"," 55"," 51"," 58"," 38"," 69"," 44","169","128","112","117"," 73"," 86"," 57"
"M00572..Pimeloyl.ACP.biosynthesis..BioC.BioH.pathway..malonyl.ACP....pimeloyl.ACP","255"," 61","244","213","346","229","364","263","845","880","616","790","289","723","452"
"M00573..Biotin.biosynthesis..BioI.pathway..long.chain.acyl.ACP....pimeloyl.ACP....biotin","44","11","29","19","34","23","31","36","92","74","75","93","40","36","38"
"M00575..Pertussis.pathogenicity.signature..T1SS","6","3","3","1","0","1","0","2","8","0","7","3","0","1","0"
"M00577..Biotin.biosynthesis..BioW.pathway..pimelate....pimeloyl.CoA....biotin","46","12","31","19","37","23","31","36","93","75","75","93","42","38","38"
"M00579..Phosphate.acetyltransferase.acetate.kinase.pathway..acetyl.CoA....acetate","2","0","0","0","3","0","0","1","0","0","0","0","0","0","0"
"M00580..Pentose.phosphate.pathway..archaea..fructose.6P....ribose.5P","14"," 3"," 8","10","14"," 8","14","12","40","24","18","34","29","15"," 3"
"M00595..Thiosulfate.oxidation.by.SOX.complex..thiosulfate....sulfate","1","0","0","2","2","2","0","0","4","2","3","7","2","3","1"
"M00596..Dissimilatory.sulfate.reduction..sulfate....H2S","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0"
"M00608..2.Oxocarboxylic.acid.chain.extension..2.oxoglutarate....2.oxoadipate....2.oxopimelate....2.oxosuberate","1","3","0","0","0","0","1","2","0","3","0","2","2","0","3"
"M00609..Cysteine.biosynthesis..methionine....cysteine"," 457"," 122"," 442"," 327"," 570"," 298"," 565"," 369","1976","1756","1127","1204"," 538"," 844"," 593"
"M00615..Nitrate.assimilation","0","2","2","0","0","2","1","4","1","2","1","0","0","1","1"
"M00616..Sulfate.sulfur.assimilation"," 0"," 0"," 0"," 1"," 1"," 1"," 2"," 1","15","19","14"," 8"," 5"," 8"," 9"
"M00620..Incomplete.reductive.citrate.cycle..acetyl.CoA....oxoglutarate"," 598"," 165"," 368"," 428"," 568"," 331"," 565"," 535","1464","1227"," 865","1006"," 622"," 688"," 531"
"M00622..Nicotinate.degradation..nicotinate....fumarate","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"M00623..Phthalate.degradation..phthalate....protocatechuate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00627..beta.Lactam.resistance..Bla.system","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"M00630..D.Galacturonate.degradation..fungi...D.galacturonate....glycerol","110"," 25"," 98"," 78"," 94"," 69","136"," 60","226","227","159","159","115","128"," 96"
"M00631..D.Galacturonate.degradation..bacteria...D.galacturonate....pyruvate...D.glyceraldehyde.3P","0","0","1","2","0","0","0","1","1","1","5","0","2","4","1"
"M00632..Galactose.degradation..Leloir.pathway..galactose....alpha.D.glucose.1P","218"," 45","183","165","235","110","180","120","466","405","340","286","224","243","180"
"M00633..Semi.phosphorylative.Entner.Doudoroff.pathway..gluconate.galactonate....glycerate.3P","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"M00638..Salicylate.degradation..salicylate....gentisate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00641..Multidrug.resistance..efflux.pump.MexEF.OprN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00642..Multidrug.resistance..efflux.pump.MexJK.OprM","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"M00643..Multidrug.resistance..efflux.pump.MexXY.OprM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00649..Multidrug.resistance..efflux.pump.AdeABC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00651..Vancomycin.resistance..D.Ala.D.Lac.type","15"," 3","14","14","14"," 7","26","10","40","60","35","46","17","32","12"
"M00652..Vancomycin.resistance..D.Ala.D.Ser.type","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00660..Xanthomonas.spp..pathogenicity.signature..T3SS.and.effectors","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"M00696..Multidrug.resistance..efflux.pump.AcrEF.TolC","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"M00697..Multidrug.resistance..efflux.pump.MdtEF.TolC","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"M00698..Multidrug.resistance..efflux.pump.BpeEF.OprC","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"M00700..Multidrug.resistance..efflux.pump.AbcA","0","2","0","0","1","1","2","4","2","1","3","2","1","2","0"
"M00702..Multidrug.resistance..efflux.pump.NorB","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"M00704..Tetracycline.resistance..efflux.pump.Tet38","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"M00705..Multidrug.resistance..efflux.pump.MepA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00714..Multidrug.resistance..efflux.pump.QacA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00718..Multidrug.resistance..efflux.pump.MexAB.OprM","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"M00725..Cationic.antimicrobial.peptide..CAMP..resistance..dltABCD.operon","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0"
"M00726..Cationic.antimicrobial.peptide..CAMP..resistance..lysyl.phosphatidylglycerol..L.PG..synthase.MprF","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00730..Cationic.antimicrobial.peptide..CAMP..resistance..VraFG.transporter","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"M00740..Methylaspartate.cycle","3714"," 961","2475","2503","3590","2214","3390","3018","9170","7750","5821","6181","4020","4640","3592"
"M00741..Propanoyl.CoA.metabolism..propanoyl.CoA....succinyl.CoA"," 482"," 115"," 331"," 315"," 488"," 297"," 466"," 355","1278","1129"," 900","1010"," 427"," 702"," 527"
"M00745..Imipenem.resistance..repression.of.porin.OprD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00761..Undecaprenylphosphate.alpha.L.Ara4N.biosynthesis..UDP.GlcA....undecaprenyl.phosphate.alpha.L.Ara4N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00763..Ornithine.biosynthesis..mediated.by.LysW..glutamate....ornithine","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"M00769..Multidrug.resistance..efflux.pump.MexPQ.OpmE","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"M00773..Tylosin.biosynthesis..methylmalonyl.CoA...malonyl.CoA....tylactone....tylosin","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"M00778..Type.II.polyketide.backbone.biosynthesis..acyl.CoA...malonyl.CoA....polyketide","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"M00782..Mithramycin.biosynthesis..4.demethylpremithramycinone....mithramycin","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"M00787..Bacilysin.biosynthesis..prephenate....bacilysin"," 57"," 12"," 25"," 28"," 52"," 36"," 73"," 48","197","153","111","177"," 34","147","104"
"M00789..Rebeccamycin.biosynthesis..tryptophan....rebeccamycin","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"M00790..Pyrrolnitrin.biosynthesis..tryptophan....pyrrolnitrin","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"M00793..dTDP.L.rhamnose.biosynthesis"," 52"," 14"," 56"," 33"," 62"," 29"," 52"," 34","135","105"," 72"," 84"," 60"," 65"," 50"
"M00796..dTDP.D.mycaminose.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00797..dTDP.D.desosamine.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00804..Complete.nitrification..comammox..ammonia....nitrite....nitrate","2","0","4","1","1","0","0","2","0","0","1","0","1","0","0"
"M00805..Staurosporine.biosynthesis..tryptophan....staurosporine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00808..Violacein.biosynthesis..tryptophan....violacein","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"M00819..Pentalenolactone.biosynthesis..farnesyl.PP....pentalenolactone","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"M00824..9.membered.enediyne.core.biosynthesis..malonyl.CoA....3.hydroxyhexadeca.4.6.8.10.12.14.hexaenoyl.ACP....9.membered.enediyne.core"," 1"," 0","11"," 2"," 1"," 0"," 2"," 2"," 4"," 1"," 3"," 1"," 1"," 3"," 0"
"M00829..3.6.Dimethylsalicylyl.CoA.biosynthesis..malonyl.CoA....6.methylsalicylate....3.6.dimethylsalicylyl.CoA","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"M00830..Neocarzinostatin.naphthoate.moiety.biosynthesis..malonyl.CoA....2.hydroxy.5.methyl.1.naphthoate....2.hydroxy.7.methoxy.5.methyl.1.naphthoyl.CoA","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"M00835..Pyocyanine.biosynthesis..chorismate....pyocyanine","0","0","1","2","0","0","0","1","1","0","0","0","1","0","0"
"M00838..Undecylprodigiosin.biosynthesis..L.proline....undecylprodigiosin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00840..Tetrahydrofolate.biosynthesis..mediated.by.ribA.and.trpF..GTP....THF"," 3"," 0"," 2"," 0"," 3"," 5"," 6"," 0","12","12","11"," 3"," 3"," 4"," 6"
"M00841..Tetrahydrofolate.biosynthesis..mediated.by.PTPS..GTP....THF","137"," 29"," 59"," 78","122"," 22"," 40"," 36","154","120"," 78"," 72","108"," 70"," 51"
"M00842..Tetrahydrobiopterin.biosynthesis..GTP....BH4","147"," 35"," 74"," 89","132"," 28"," 49"," 53","179","131"," 99"," 88","119"," 80"," 56"
"M00843..L.threo.Tetrahydrobiopterin.biosynthesis..GTP....L.threo.BH4","147"," 35"," 74"," 89","132"," 28"," 49"," 53","179","131"," 99"," 88","119"," 80"," 56"
"M00844..Arginine.biosynthesis..ornithine....arginine","224"," 63","266","192","196","100","195","128","551","474","388","343","305","292","197"
"M00845..Arginine.biosynthesis..glutamate....acetylcitrulline....arginine","210"," 54","234","184","176"," 82","163","109","485","403","347","295","286","256","156"
"M00846..Siroheme.biosynthesis..glutamyl.tRNA....siroheme","105"," 31","134","132","140"," 94","132"," 80","247","223","207","209","128","173","128"
"M00847..Heme.biosynthesis..archaea..siroheme....heme","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"M00848..Aurachin.biosynthesis..anthranilate....aurachin.A"," 5"," 0"," 6","11","11"," 6"," 5","10","14","22","15","13"," 5","12"," 6"
"M00849..C5.isoprenoid.biosynthesis..mevalonate.pathway..archaea","1037"," 216"," 716"," 756"," 986"," 590"," 758"," 677","2175","1774","1361","1512"," 852"," 992"," 801"
"M00854..Glycogen.biosynthesis..glucose.1P....glycogen.starch"," 748"," 161"," 453"," 547"," 707"," 453"," 742"," 661","2105","1765","1238","1467"," 853"," 996"," 712"
"M00855..Glycogen.degradation..glycogen....glucose.6P","1045"," 300"," 906"," 690","1122"," 492"," 845"," 816","2216","1911","1562","1563","1024","1222"," 966"
"M00861..beta.Oxidation..peroxisome..VLCFA"," 622"," 169"," 501"," 541"," 732"," 442"," 655"," 453","1601","1357","1047","1064"," 717"," 886"," 623"
"M00862..beta.Oxidation..peroxisome..tri.dihydroxycholestanoyl.CoA....choloyl.chenodeoxycholoyl.CoA","225"," 51","138","189","265","150","242","152","569","506","352","398","268","365","239"
"M00866..KDO2.lipid.A.biosynthesis..Raetz.pathway..non.LpxL.LpxM.type","3","0","0","1","1","0","0","0","0","3","0","1","0","1","1"
"M00867..KDO2.lipid.A.modification.pathway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00868..Heme.biosynthesis..animals.and.fungi..glycine....heme","1793"," 379","1337","1169","1507","1321","1599","1224","4060","3588","3203","3746","1304","2140","1485"
"M00872..O.glycan.biosynthesis..mannose.type..core.M3.","18"," 5","12","12","28","15","28","18","57","52","39","49","34","35","30"
"M00873..Fatty.acid.biosynthesis.in.mitochondria..animals"," 54","  6"," 27"," 35"," 46"," 35"," 41"," 39","129","129"," 85","100"," 66"," 72"," 59"
"M00874..Fatty.acid.biosynthesis.in.mitochondria..fungi"," 515"," 115"," 452"," 380"," 622"," 396"," 592"," 460","1639","1421","1139","1296"," 579","1116"," 781"
"M00875..Staphyloferrin.B.biosynthesis..L.serine....staphyloferrin.B","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0"
"M00876..Staphyloferrin.A.biosynthesis..L.ornithine....staphyloferrin.A","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"M00878..Phenylacetate.degradation..phenylaxetate....acetyl.CoA.succinyl.CoA","376","145","494","328","464","279","409","401","937","894","800","731","403","583","405"
"M00880..Molybdenum.cofactor.biosynthesis..GTP....molybdenum.cofactor","163"," 50","159","126","220"," 93","144","101","456","327","310","325","180","236","163"
"M00892..UDP.N.acetyl.D.glucosamine.biosynthesis..eukaryotes..glucose....UDP.GlcNAc","2094"," 563","1743","1529","2279","1166","1840","1452","5450","4240","3129","3532","2234","2450","1892"
"M00893..Lovastatin.biosynthesis..malonyl.CoA....lovastatin.acid","17"," 5","10","14","13","18","22","17","53","47","46","39","15","26","32"
"M00909..UDP.N.acetyl.D.glucosamine.biosynthesis..prokaryotes..glucose....UDP.GlcNAc","1836"," 500","1610","1304","1969","1051","1621","1301","4888","3837","2830","3182","1992","2215","1710"
"M00910..Phenylalanine.biosynthesis..chorismate....arogenate....phenylalanine","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"M00917..Phytosterol.biosynthesis..squalene.2.3.epoxide....campesterol.sitosterol","350"," 55","201","228","296","180","227","216","707","569","398","444","316","365","303"
"M00919..Ectoine.degradation..ectoine....aspartate","1","0","0","0","2","4","2","1","7","3","4","2","2","2","2"
"M00921..Cyclooctatin.biosynthesis..dimethylallyl.PP...isopentenyl.PP....cyclooctatin","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"M00922..CMP.Neu5Ac.biosynthesis","1","0","0","2","1","1","1","0","1","3","1","4","4","3","4"
"M00923..UDP.L.FucNAm.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
