"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"K02029..ABC.PA.P..polar.amino.acid.transport.system.permease.protein","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"K02030..ABC.PA.S..polar.amino.acid.transport.system.substrate.binding.protein"," 6"," 0"," 5"," 3","19"," 0"," 4"," 7","14","10","12"," 8"," 7","10"," 9"
"K02031..ddpD..peptide.nickel.transport.system.ATP.binding.protein","1","0","1","2","3","0","2","2","2","1","2","0","0","1","1"
"K02032..ddpF..peptide.nickel.transport.system.ATP.binding.protein","0","0","0","2","2","1","0","0","4","7","4","2","0","0","1"
"K02033..ABC.PE.P..peptide.nickel.transport.system.permease.protein","1","0","0","0","0","2","2","1","0","0","0","0","0","0","0"
"K02034..ABC.PE.P1..peptide.nickel.transport.system.permease.protein","1","0","3","0","1","0","0","0","2","0","3","2","2","0","0"
"K02035..ABC.PE.S..peptide.nickel.transport.system.substrate.binding.protein","5","0","2","1","5","0","1","0","1","2","3","3","4","1","2"
"K02036..pstB..phosphate.transport.system.ATP.binding.protein..EC.7.3.2.1.","0","0","0","1","1","0","1","1","3","0","5","2","0","2","1"
"K02037..pstC..phosphate.transport.system.permease.protein","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"K02038..pstA..phosphate.transport.system.permease.protein","1","0","0","1","2","1","0","0","4","2","0","3","0","0","0"
"K02039..phoU..phosphate.transport.system.protein","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"K02040..pstS..phosphate.transport.system.substrate.binding.protein","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0"
"K02041..phnC..phosphonate.transport.system.ATP.binding.protein..EC.7.3.2.2.","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"K02042..phnE..phosphonate.transport.system.permease.protein","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"K02044..phnD..phosphonate.transport.system.substrate.binding.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02045..cysA..sulfate.thiosulfate.transport.system.ATP.binding.protein..EC.7.3.2.3."," 0"," 0"," 0"," 1"," 1"," 1"," 2"," 1","15","19","14"," 8"," 5"," 8"," 9"
"K02046..cysU..sulfate.thiosulfate.transport.system.permease.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02048..cysP..sulfate.thiosulfate.transport.system.substrate.binding.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02049..ABC.SN.A..NitT.TauT.family.transport.system.ATP.binding.protein","5","3","3","1","4","6","5","3","0","0","0","0","0","1","0"
"K02050..ABC.SN.P..NitT.TauT.family.transport.system.permease.protein","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0"
"K02051..ABC.SN.S..NitT.TauT.family.transport.system.substrate.binding.protein","2","0","0","2","2","1","4","3","4","6","1","0","1","6","1"
"K02052..ABC.SP.A..putative.spermidine.putrescine.transport.system.ATP.binding.protein","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"K02053..ABC.SP.P..putative.spermidine.putrescine.transport.system.permease.protein","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2"
"K02055..ABC.SP.S..putative.spermidine.putrescine.transport.system.substrate.binding.protein","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K02056..ABC.SS.A..simple.sugar.transport.system.ATP.binding.protein..EC.7.5.2...","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02062..thiQ..thiamine.transport.system.ATP.binding.protein..EC.7.6.2.15.","1","0","4","2","0","0","1","0","4","3","4","1","0","0","1"
"K02064..thiB..tbpA..thiamine.transport.system.substrate.binding.protein","0","0","0","0","0","0","0","0","5","1","0","0","1","0","1"
"K02065..mlaF..linL..mkl..phospholipid.cholesterol.gamma.HCH.transport.system.ATP.binding.protein","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0"
"K02066..mlaE..linK..phospholipid.cholesterol.gamma.HCH.transport.system.permease.protein","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0"
"K02067..mlaD..linM..phospholipid.cholesterol.gamma.HCH.transport.system.substrate.binding.protein","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02068..ABC.X2.A..putative.ABC.transport.system.ATP.binding.protein","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"K02071..metN..D.methionine.transport.system.ATP.binding.protein"," 4"," 3","13"," 2","16"," 8","18"," 8","44","29","21","34"," 4","16","24"
"K02072..metI..D.methionine.transport.system.permease.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02073..metQ..D.methionine.transport.system.substrate.binding.protein","1","0","2","2","9","0","0","0","0","0","0","0","0","0","0"
"K02074..ABC.ZM.A..zinc.manganese.transport.system.ATP.binding.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02077..ABC.ZM.S..zinc.manganese.transport.system.substrate.binding.protein","0","1","2","0","3","0","0","0","0","1","0","1","0","1","0"
"K02078..acpP..acyl.carrier.protein"," 5"," 0"," 6","11","11"," 6"," 5","10","14","22","15","13"," 5","12"," 6"
"K02081..agaR..DeoR.family.transcriptional.regulator..aga.operon.transcriptional.repressor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02082..agaS..tagatose.6.phosphate.ketose.aldose.isomerase..EC.5.......","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"K02086..dnaD..DNA.replication.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02087..CDK1..CDC2..cyclin.dependent.kinase.1..EC.2.7.11.22.2.7.11.23.","0","0","0","0","0","0","1","2","0","0","3","0","0","2","2"
"K02099..araC..AraC.family.transcriptional.regulator..arabinose.operon.regulatory.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02100..araE..MFS.transporter..SP.family..arabinose.H..symporter","0","0","1","0","1","0","0","0","5","2","1","0","2","2","0"
"K02101..araL..arabinose.operon.protein.AraL","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"K02108..ATPF0A..atpB..F.type.H..transporting.ATPase.subunit.a","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0"
"K02109..ATPF0B..atpF..F.type.H..transporting.ATPase.subunit.b","0","0","0","0","0","0","0","1","0","0","2","0","0","2","0"
"K02110..ATPF0C..atpE..F.type.H..transporting.ATPase.subunit.c","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"K02111..ATPF1A..atpA..F.type.H..Na..transporting.ATPase.subunit.alpha..EC.7.1.2.2.7.2.2.1."," 983"," 183"," 464"," 723"," 941"," 483"," 806"," 738","2362","1964","1311","1684","1041","1161"," 907"
"K02112..ATPF1B..atpD..F.type.H..Na..transporting.ATPase.subunit.beta..EC.7.1.2.2.7.2.2.1.","2035"," 460","1215","1328","1861","1142","1780","1668","4699","4082","2802","3289","2293","2373","1810"
"K02113..ATPF1D..atpH..F.type.H..transporting.ATPase.subunit.delta","2","2","8","2","3","1","0","3","5","6","2","5","5","1","1"
"K02114..ATPF1E..atpC..F.type.H..transporting.ATPase.subunit.epsilon","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"K02115..ATPF1G..atpG..F.type.H..transporting.ATPase.subunit.gamma","31"," 4","18","24","37","13","37","21","64","61","43","50","29","34","29"
"K02116..atpI..ATP.synthase.protein.I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02117..ATPVA..ntpA..atpA..V.A.type.H..Na..transporting.ATPase.subunit.A..EC.7.1.2.2.7.2.2.1."," 55","  8"," 31"," 41"," 51"," 27"," 42"," 22","144","123","101","108"," 57"," 82"," 71"
"K02118..ATPVB..ntpB..atpB..V.A.type.H..Na..transporting.ATPase.subunit.B"," 82"," 19"," 28"," 60"," 62"," 35"," 54"," 29","172","124","117","139"," 82"," 59"," 51"
"K02123..ATPVI..ntpI..atpI..V.A.type.H..Na..transporting.ATPase.subunit.I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02124..ATPVK..ntpK..atpK..V.A.type.H..Na..transporting.ATPase.subunit.K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02126..ATPeF0A..MTATP6..ATP6..F.type.H..transporting.ATPase.subunit.a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02127..ATPeF0B..ATP5F1..ATP4..F.type.H..transporting.ATPase.subunit.b","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02128..ATPeF0C..ATP5G..ATP9..F.type.H..transporting.ATPase.subunit.c"," 56"," 25"," 79"," 42"," 60"," 53"," 73"," 67","183","146","102","114"," 93"," 95"," 75"
"K02132..ATPeF1A..ATP5A1..ATP1..F.type.H..transporting.ATPase.subunit.alpha","1217"," 225"," 605"," 823","1039"," 582","1017"," 928","2749","2374","1529","1933","1297","1430","1006"
"K02133..ATPeF1B..ATP5B..ATP2..F.type.H..transporting.ATPase.subunit.beta..EC.7.1.2.2."," 612"," 113"," 361"," 452"," 550"," 308"," 509"," 544","1484","1240"," 828"," 978"," 655"," 643"," 529"
"K02136..ATPeF1G..ATP5C1..ATP3..F.type.H..transporting.ATPase.subunit.gamma","19"," 9","17","17","29"," 9","30","24","45","41","35","26","20","34","17"
"K02137..ATPeF0O..ATP5O..ATP5..F.type.H..transporting.ATPase.subunit.O","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K02138..ATPeF0D..ATP5H..ATP7..F.type.H..transporting.ATPase.subunit.d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02139..ATPeFF..ATP17..F.type.H..transporting.ATPase.subunit.f","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02140..ATPeFG..ATP5L..ATP20..F.type.H..transporting.ATPase.subunit.g","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"K02144..ATPeV1H..V.type.H..transporting.ATPase.subunit.H"," 0"," 2"," 1"," 7"," 3"," 2"," 3"," 3","14","10"," 3","11"," 6"," 4"," 2"
"K02145..ATPeV1A..ATP6A..V.type.H..transporting.ATPase.subunit.A..EC.7.1.2.2.","397"," 66","140","236","372","186","326","216","914","782","580","721","330","477","387"
"K02146..ATPeV0D..ATP6D..V.type.H..transporting.ATPase.subunit.d","228"," 57","169","146","201","102","174","148","458","380","349","335","212","258","212"
"K02147..ATPeV1B..ATP6B..V.type.H..transporting.ATPase.subunit.B"," 486","  92"," 263"," 384"," 431"," 246"," 445"," 318","1158"," 901"," 792"," 811"," 525"," 521"," 454"
"K02148..ATPeV1C..ATP6C..V.type.H..transporting.ATPase.subunit.C","18"," 0","20","11","14","11","21","12","37","44","30","28","13","20","24"
"K02149..ATPeV1D..ATP6M..V.type.H..transporting.ATPase.subunit.D","40"," 4","19","18","35","12","23","21","52","67","38","48","39","39","15"
"K02151..ATPeV1F..ATP6S14..V.type.H..transporting.ATPase.subunit.F","52","12","43","48","41","33","51","42","97","98","76","71","51","64","42"
"K02154..ATPeV0A..ATP6N..V.type.H..transporting.ATPase.subunit.a","410","102","235","311","429","192","315","242","980","760","629","631","491","458","366"
"K02155..ATPeV0C..ATP6L..V.type.H..transporting.ATPase.16kDa.proteolipid.subunit","318"," 54","150","244","191","116","187","138","519","452","335","334","317","267","211"
"K02160..accB..bccP..acetyl.CoA.carboxylase.biotin.carboxyl.carrier.protein","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"K02168..betT..betS..choline.glycine.proline.betaine.transport.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02169..bioC..malonyl.CoA.O.methyltransferase..EC.2.1.1.197.","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2"
"K02170..bioH..pimeloyl..acyl.carrier.protein..methyl.ester.esterase..EC.3.1.1.85.","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
"K02171..blaI..BlaI.family.transcriptional.regulator..penicillinase.repressor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02172..blaR1..bla.regulator.protein.blaR1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"K02178..BUB1..checkpoint.serine.threonine.protein.kinase..EC.2.7.11.1.","1","0","0","0","1","0","2","0","2","2","4","1","1","0","0"
"K02180..BUB3..cell.cycle.arrest.protein.BUB3"," 39"," 15"," 24"," 16"," 39","  8"," 28"," 23","106"," 99"," 62"," 79"," 50"," 67"," 38"
"K02182..caiC..carnitine.CoA.ligase..EC.6.2.1.48.","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0"
"K02183..CALM..calmodulin"," 4584","  892"," 2395"," 3311"," 4353"," 2381"," 3930"," 2997","10441"," 8675"," 6001"," 6976"," 4728"," 4944"," 3943"
"K02188..cbiD..cobalt.precorrin.5B..C1..methyltransferase..EC.2.1.1.195.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02189..cbiG..cobalt.precorrin.5A.hydrolase..EC.3.7.1.12.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"K02190..cbiK..sirohydrochlorin.cobaltochelatase..EC.4.99.1.3."," 3"," 2"," 0"," 1","17"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K02191..cbiT..cobalt.precorrin.6B..C15..methyltransferase..EC.2.1.1.196.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02193..ccmA..heme.exporter.protein.A..EC.7.6.2.5.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02195..ccmC..heme.exporter.protein.C","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K02197..ccmE..cytochrome.c.type.biogenesis.protein.CcmE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02198..ccmF..cytochrome.c.type.biogenesis.protein.CcmF","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1"
"K02199..ccmG..dsbE..cytochrome.c.biogenesis.protein.CcmG..thiol.disulfide.interchange.protein.DsbE","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"K02200..ccmH..cytochrome.c.type.biogenesis.protein.CcmH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"K02202..CDK7..cyclin.dependent.kinase.7..EC.2.7.11.22.2.7.11.23."," 27","  3"," 24"," 22"," 39"," 20"," 42"," 25","101"," 73"," 64"," 80"," 54"," 54"," 35"
"K02204..thrB2..homoserine.kinase.type.II..EC.2.7.1.39.","0","0","0","2","2","2","1","0","2","3","2","0","1","1","0"
"K02206..CDK2..cyclin.dependent.kinase.2..EC.2.7.11.22.","0","0","0","1","1","0","0","1","4","1","0","1","2","1","1"
"K02207..UBE2R..UBC3..CDC34..ubiquitin.conjugating.enzyme.E2.R..EC.2.3.2.23.","17"," 4","11","16","16","12","21","12","47","43","32","57","19","28","19"
"K02208..CDK8_11..cyclin.dependent.kinase.8.11..EC.2.7.11.22.2.7.11.23."," 55"," 24"," 37"," 43"," 54"," 47"," 59"," 38","211","194","118","140"," 59"," 90"," 86"
"K02209..MCM5..CDC46..DNA.replication.licensing.factor.MCM5..EC.3.6.4.12.","34"," 3"," 6","20","16"," 9","20","12","45","44","27","31","69","26","24"
"K02210..MCM7..CDC47..DNA.replication.licensing.factor.MCM7..EC.3.6.4.12."," 52"," 11"," 21"," 34"," 32"," 18"," 44"," 35","130"," 96"," 76"," 82","112"," 64"," 39"
"K02212..MCM4..CDC54..DNA.replication.licensing.factor.MCM4..EC.3.6.4.12."," 50","  5"," 30"," 28"," 28"," 16"," 28"," 29","104"," 74"," 58"," 44"," 74"," 43"," 31"
"K02213..CDC6..cell.division.control.protein.6","28"," 8","16","15","20","12","13","11","52","42","35","36","23","30","20"
"K02214..CDC7..cell.division.control.protein.7..EC.2.7.11.1.","10"," 3"," 5"," 9","13"," 5"," 6"," 4","20","19","14","12","11"," 8","10"
"K02216..CHEK1..serine.threonine.protein.kinase.CHEK1..EC.2.7.11.1.","18","10"," 9","11","13"," 7","16","12","41","41","42","42","14","23","20"
"K02217..ftnA..ftn..ferritin..EC.1.16.3.2.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"K02218..CSNK1..CKI..casein.kinase.1..EC.2.7.11.1.","194"," 62","165","178","287","186","269","194","657","582","451","487","223","360","299"
"K02219..CKS1..cyclin.dependent.kinase.regulatory.subunit.CKS1","3","1","0","4","4","0","1","2","8","9","8","3","5","2","3"
"K02221..yggT..YggT.family.protein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02224..cobB.cbiA..cobyrinic.acid.a.c.diamide.synthase..EC.6.3.5.9.6.3.5.11.","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"K02226..cobC..phpB..alpha.ribazole.phosphatase..EC.3.1.3.73.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02227..cbiB..cobD..adenosylcobinamide.phosphate.synthase..EC.6.3.1.10.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02228..cobF..precorrin.6A.synthase..EC.2.1.1.152.","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"K02229..cobG..precorrin.3B.synthase..EC.1.14.13.83.","0","0","0","2","1","1","1","1","3","9","4","4","0","3","2"
"K02230..cobN..cobaltochelatase.CobN..EC.6.6.1.2.","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"K02231..cobP..cobU..adenosylcobinamide.kinase...adenosylcobinamide.phosphate.guanylyltransferase..EC.2.7.1.156.2.7.7.62.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02232..cobQ..cbiP..adenosylcobyric.acid.synthase..EC.6.3.5.10.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"K02233..E2.7.8.26..cobS..cobV..adenosylcobinamide.GDP.ribazoletransferase..EC.2.7.8.26.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02234..cobW..cobalamin.biosynthesis.protein.CobW","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1"
"K02236..comC..leader.peptidase..prepilin.peptidase....N.methyltransferase..EC.3.4.23.43.2.1.1...","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K02237..comEA..competence.protein.ComEA"," 1"," 3"," 6"," 5"," 4"," 3"," 1"," 2"," 5"," 7"," 5"," 9"," 4","10"," 6"
"K02238..comEC..competence.protein.ComEC","2","0","1","2","2","0","1","1","2","2","3","1","0","3","0"
"K02240..comFA..competence.protein.ComFA","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"K02242..comFC..competence.protein.ComFC","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0"
"K02243..comGA..competence.protein.ComGA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02244..comGB..competence.protein.ComGB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02245..comGC..competence.protein.ComGC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02246..comGD..competence.protein.ComGD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02248..comGF..competence.protein.ComGF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02250..comK..competence.protein.ComK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02256..COX1..cytochrome.c.oxidase.subunit.1..EC.7.1.1.9.","11920"," 3897","10111"," 8922","14610","10057","15246","13325","26413","22033","15058","17869"," 9973","13547","10311"
"K02257..COX10..ctaB..cyoE..heme.o.synthase..EC.2.5.1.141."," 4"," 3"," 8"," 3","12"," 4"," 5","14","20","20","14","27","13","17"," 6"
"K02258..COX11..ctaG..cytochrome.c.oxidase.assembly.protein.subunit.11"," 5"," 3"," 5"," 5"," 6"," 4"," 3"," 6","16","17","27","15","10"," 9","11"
"K02259..COX15..ctaA..cytochrome.c.oxidase.assembly.protein.subunit.15","18"," 5","18","14","22","10","20"," 7","82","62","39","52","26","23","31"
"K02260..COX17..cytochrome.c.oxidase.assembly.protein.subunit.17"," 3"," 4","13","13"," 4"," 6"," 6"," 7","15"," 9"," 8"," 6"," 5"," 7"," 3"
"K02261..COX2..cytochrome.c.oxidase.subunit.2","2","0","4","3","5","4","4","1","9","6","3","5","6","1","4"
"K02262..COX3..cytochrome.c.oxidase.subunit.3","2","0","3","1","2","1","1","4","6","0","2","3","1","1","1"
"K02265..COX5B..cytochrome.c.oxidase.subunit.5b","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"K02266..COX6A..cytochrome.c.oxidase.subunit.6a","34"," 2","35","39","48","31","51","28","93","92","41","54","50","68","37"
"K02267..COX6B..cytochrome.c.oxidase.subunit.6b"," 95"," 32","122"," 90","125"," 84"," 92","107","226","226","167","156","130","118"," 95"
"K02274..coxA..ctaD..cytochrome.c.oxidase.subunit.I..EC.7.1.1.9."," 46928"," 17521"," 46683"," 40888"," 68559"," 45605"," 57290"," 55008","108615"," 90555"," 63893"," 67699"," 43609"," 55876"," 39891"
"K02275..coxB..ctaC..cytochrome.c.oxidase.subunit.II..EC.7.1.1.9.","2187","1003","3480","2811","4648","2562","4035","3217","5576","4745","4084","3672","2353","3449","2764"
"K02276..coxC..ctaE..cytochrome.c.oxidase.subunit.III..EC.7.1.1.9."," 5223"," 2027"," 6458"," 4175"," 7709"," 5501"," 7610"," 7088","12723","10395"," 8752"," 8905"," 4907"," 7102"," 5223"
"K02282..cpaE..tadZ..pilus.assembly.protein.CpaE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02283..cpaF..tadA..pilus.assembly.protein.CpaF..EC.7.4.2.8.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K02291..crtB..15.cis.phytoene.synthase..EC.2.5.1.32.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"K02292..crtO..beta.carotene.ketolase..CrtO.type.","0","1","0","0","0","0","0","0","0","1","0","2","0","0","0"
"K02295..CRY..cryptochrome"," 43","  3"," 15"," 26"," 39"," 21"," 33"," 37","142","105"," 78","137"," 49"," 64"," 31"
"K02297..cyoA..cytochrome.o.ubiquinol.oxidase.subunit.II..EC.7.1.1.3.","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02298..cyoB..cytochrome.o.ubiquinol.oxidase.subunit.I..EC.7.1.1.3.","2","0","1","0","1","1","0","1","2","0","3","0","0","0","0"
"K02299..cyoC..cytochrome.o.ubiquinol.oxidase.subunit.III","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"K02300..cyoD..cytochrome.o.ubiquinol.oxidase.subunit.IV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02302..cysG..uroporphyrin.III.C.methyltransferase...precorrin.2.dehydrogenase...sirohydrochlorin.ferrochelatase..EC.2.1.1.107.1.3.1.76.4.99.1.4.","0","0","0","1","2","0","0","0","0","1","2","0","0","0","0"
"K02303..cobA..uroporphyrin.III.C.methyltransferase..EC.2.1.1.107.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02304..MET8..precorrin.2.dehydrogenase...sirohydrochlorin.ferrochelatase..EC.1.3.1.76.4.99.1.4.","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"K02313..dnaA..chromosomal.replication.initiator.protein","0","0","4","1","1","0","0","0","1","0","0","0","0","0","0"
"K02314..dnaB..replicative.DNA.helicase..EC.3.6.4.12.","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"K02316..dnaG..DNA.primase..EC.2.7.7.101.","0","0","1","1","2","0","0","0","0","0","1","0","0","0","0"
"K02319..pol..DNA.polymerase..archaea.type..EC.2.7.7.7.","0","1","2","1","2","3","3","0","8","6","7","8","3","3","3"
"K02320..POLA1..DNA.polymerase.alpha.subunit.A..EC.2.7.7.7."," 3"," 1"," 2"," 4"," 3"," 0"," 2"," 3","11"," 8"," 7"," 7"," 7"," 5"," 4"
"K02321..POLA2..DNA.polymerase.alpha.subunit.B","1","0","4","0","1","1","0","2","2","2","3","8","0","1","3"
"K02324..POLE..DNA.polymerase.epsilon.subunit.1..EC.2.7.7.7.","18"," 3","12","11"," 8"," 9","12"," 7","26","39","33","19","65","18","22"
"K02325..POLE2..DNA.polymerase.epsilon.subunit.2..EC.2.7.7.7.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K02327..POLD1..DNA.polymerase.delta.subunit.1..EC.2.7.7.7.","104"," 29"," 79"," 85"," 99"," 88"," 99"," 71","280","194","205","218","169","150"," 72"
"K02328..POLD2..DNA.polymerase.delta.subunit.2","0","2","3","4","4","4","1","1","4","4","7","5","7","4","2"
"K02332..POLG..DNA.polymerase.gamma.1..EC.2.7.7.7."," 76"," 22"," 63"," 44"," 89"," 50"," 61"," 62","231","210","161","166"," 79","122","112"
"K02334..dpo..DNA.polymerase.bacteriophage.type..EC.2.7.7.7.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"K02335..polA..DNA.polymerase.I..EC.2.7.7.7."," 2"," 0","10"," 0"," 2"," 0"," 2"," 0"," 2"," 1"," 1"," 3"," 3"," 1"," 0"
"K02336..polB..DNA.polymerase.II..EC.2.7.7.7.","1","0","0","3","0","2","1","0","3","2","2","3","2","2","2"
"K02337..dnaE..DNA.polymerase.III.subunit.alpha..EC.2.7.7.7.","0","1","7","1","1","1","0","0","0","2","0","0","0","0","1"
"K02338..dnaN..DNA.polymerase.III.subunit.beta..EC.2.7.7.7.","2","0","2","1","0","0","0","0","0","0","1","0","0","0","0"
"K02340..holA..DNA.polymerase.III.subunit.delta..EC.2.7.7.7.","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0"
"K02341..holB..DNA.polymerase.III.subunit.delta...EC.2.7.7.7.","0","0","2","0","0","0","0","0","0","0","1","0","0","2","0"
"K02342..dnaQ..DNA.polymerase.III.subunit.epsilon..EC.2.7.7.7.","0","0","0","0","0","0","0","1","0","3","0","1","0","0","0"
"K02343..dnaX..DNA.polymerase.III.subunit.gamma.tau..EC.2.7.7.7.","0","0","5","0","0","0","0","0","0","0","0","1","0","1","0"
"K02346..dinB..DNA.polymerase.IV..EC.2.7.7.7.","17"," 1","14"," 9","15","12","12","14","54","49","33","28","15","30","16"
"K02347..polX..dpx..DNA.polymerase..family.X.","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"K02349..POLQ..DNA.polymerase.theta..EC.2.7.7.7.","2","0","1","0","0","0","2","0","0","1","0","1","0","3","1"
"K02350..REV3L..POLZ..DNA.polymerase.zeta..EC.2.7.7.7.","18"," 9","15","21","35","34","35","18","80","91","67","76","46","51","40"
"K02352..drp35..lactonase..EC.3.1.1...","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"K02355..fusA..GFM..EFG..elongation.factor.G","190"," 37","108","126","222","100","167","113","484","434","332","312","191","245","158"
"K02356..efp..elongation.factor.P","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"K02357..tsf..TSFM..elongation.factor.Ts"," 4"," 1"," 2"," 0"," 7"," 3"," 5"," 3","10"," 7"," 5","10"," 2"," 7"," 3"
"K02358..tuf..TUFM..elongation.factor.Tu","150"," 37","113","120","173"," 92","123","113","386","380","279","287","203","247","165"
"K02361..entC..isochorismate.synthase..EC.5.4.4.2.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"K02363..entE..dhbE..vibE..mxcE..2.3.dihydroxybenzoate.AMP.ligase..EC.6.3.2.14.2.7.7.58.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"K02364..entF..enterobactin.synthetase.component.F..EC.6.3.2.14.","1","0","0","0","0","0","1","0","1","2","1","1","0","0","1"
"K02365..ESP1..separase..EC.3.4.22.49.","1","1","0","1","0","1","2","0","2","2","1","1","1","1","1"
